ubigeo;aet;pet;pr;ro;soil;tmmn;tmmx;vs
30710;45.067176;97.690903;42.588422;2.247639;10.594656;2.663359;18.112214;22.429008
30711;42.172727;95.006004;38.773098;2.367883;10.213497;0.553589;16.259809;24.349282
30712;46.974691;98.875514;45.908642;2;11.062963;4.012963;19.392593;21.118519
30713;38.686179;87.131575;35.939265;2.424397;11.043344;-3.165579;12.829263;28.204316
30714;44.761393;93.006131;42.340766;2.219476;11.913445;0.345583;16.026678;24.014929
40101;0.045046;118.414796;0;0;0.1;7.736735;22.995918;22.4
40102;1.429957;112.448416;1.190725;0;0.951309;3.568327;19.585053;23.660142
40103;4.644772;100.028995;3.90954;0.0208;3.151413;-1.168897;15.68764;25.961951
40104;1.82295;106.530073;2.024881;0.419005;2.817047;2.937723;19.053292;24.540672
40105;1.999808;108.830744;1.380382;0.011281;1.762433;2.353221;18.478431;24.42591
40106;3.457545;102.421071;2.803405;0.011739;2.733097;-0.25919;16.319522;25.367705
40107;0.026659;121.053736;0;0;0.1;7.694253;23.14023;22.654023
40108;0.000853;128.955454;0;0;0.098564;10.455248;25.594701;24.167436
40109;1.13289;114.147912;0.589431;0;0.4515;4.513008;20.394309;23.190244
40110;1.627359;111.615402;1.230918;0;0.95072;3.538938;19.555752;23.767699
40111;0.06144;119.588249;0;0;0.1;6.571923;22.022308;22.923077
40112;0.292055;118.680672;0.07563;0;0.1;6.412605;21.933613;22.686134
40113;2.256835;104.744004;1.795152;0.005125;2.009484;0.465239;16.892697;25.225632
40114;0.412873;114.045327;0.342739;0.000884;0.473262;3.701381;19.656182;24.532083
40115;0.05094;117.663379;0;0;0.1;5.542177;21.165986;23.440816
40116;0.316283;118.366903;0.074324;0;0.140135;5.931081;21.560811;22.885811
40117;0.023561;121.031284;0;0;0.1;8.039344;23.411475;22.4
40118;0;130.13068;0;0;0.1;12.601316;25.761184;25.151316
40119;14.106916;89.608536;9.953916;0.332753;13.836681;-4.395394;12.431868;27.348693
40120;0.083671;126.630258;0.061599;0;0.1;10.250524;25.086959;23.261533
40121;0;130.057232;0;0;0.1;12.946607;25.655973;27.020527
40122;0.026612;121.125076;0;0;0.1;7.597248;22.978899;22.655046
40123;0.014184;121.441426;0;0;0.1;7.552885;22.997436;22.913462
40124;0.008627;124.318547;0;0;0.1;8.499868;24.05669;22.957614
40125;0.030534;128.856606;0.033468;0;0.084231;11.365722;25.370929;25.247206
40126;0.035938;119.493125;0;0;0.1;7.6375;22.9375;22.4125
40127;0.018074;120.115894;0;0;0.1;6.171935;21.763417;24.332201
40128;4.757571;104.296868;4.245644;0.109117;3.415135;0.444171;17.215259;25.366229
40129;0.027397;121.151596;0;0;0.1;7.8;23.097872;22.4
40201;0.647727;115.423674;1;0;0;17.609091;23.354545;38.714773
40202;0.910929;113.605348;1;0;0;17.692537;23.396269;37.958955
40203;0.000493;125.623912;0;0;0.096341;10.884395;23.750904;29.730542
40204;0.154071;121.712937;0.099558;0;0;14.747531;24.004677;35.552348
40205;0.116381;123.474984;0.110636;0;0.024878;14.679187;24.351925;32.262378
40206;0.001358;125.228146;0;0;0.031749;12.30383;23.728809;33.329624
40207;0.25886;121.920762;0.267624;0;0.06547;14.868821;24.049933;35.512982
40208;0.556513;116.311625;0.836134;0;0;16.273004;23.764391;36.979097
40301;0.027765;120.950739;0.000058;0;0.196881;8.004439;22.613144;27.794676
40302;0.008771;120.301422;0;0;0.135833;10.456754;24.372778;32.054123
40303;0;1273.333333;0;0;1;104;237;344.5
40304;0.010702;119.028101;0;0;0.147126;11.416403;23.394061;37.959163
40305;0.009518;117.90745;0;0;0.074183;12.845206;24.688124;36.034624
40306;1.581103;108.109529;0.020774;0.013635;2.631651;1.788253;17.822014;28.410673
40307;0.004369;120.593787;0;0;0.1;13.994923;24.252871;38.505252
40308;0;1252;0;0;1;103;236;350.5
40309;0.355917;116.460838;0.011143;0.008687;1.058103;5.663689;20.815455;31.982388
40310;0.003359;121.006949;0;0;0.135379;10.355348;24.157555;32.483701
40311;0.016289;113.25805;0;0;0.016399;13.751795;24.148875;40.01543
40312;0.951654;110.372061;0.017768;0.026631;2.143893;2.640351;18.420488;29.973573
40313;0.001483;121.960203;0;0;0.112331;12.971111;23.97446;38.996959
40401;0.365523;122.652215;0.414992;0;0.11687;11.630274;24.794397;23.839065
40402;11.370535;92.732645;7.708726;0.093273;13.256346;-2.996929;13.857995;28.98703
40403;7.039276;105.472214;5.30982;0.014805;6.558056;1.863378;18.163503;25.570694
40404;38.105891;74.070415;17.853835;0.461921;109.080967;-6.129894;10.743204;30.787964
40405;10.800016;98.599246;8.336655;0.061767;8.854895;-2.033659;14.822526;27.744141
40406;29.736607;83.732788;14.017155;0.484868;81.459448;-4.123997;12.711706;29.185052
40407;0.853789;120.918298;0.94293;0;0.299184;9.662343;23.697064;23.418319
40408;7.847487;88.545225;5.275823;0.093829;9.472475;-3.197531;13.52546;29.647919
40409;30.620469;81.974137;15.683188;0.393085;60.431395;-5.169901;11.608053;30.21868
40410;2.877066;89.913845;2.606982;0.616122;6.978744;-1.908627;14.656459;29.204336
40411;1.061251;117.074857;1.107296;0;0.290281;7.281116;22.645064;23.148927
40412;3.109058;110.609795;2.639999;0;2.379685;3.805889;19.684485;24.978279
40413;0.104081;126.794069;0.072414;0;0.099552;13.485948;25.230103;25.805121
40414;4.235819;77.329;4.517518;0.364026;12.02622;-3.641478;13.023304;30.370435
40501;25.641903;83.490163;16.387126;0.874653;38.59315;-5.219733;12.122057;28.492928
40502;15.076692;88.936925;11.179811;0.618794;15.882772;-4.578441;12.711742;28.306588
40503;15.431921;89.672434;9.759519;1.0895;32.971181;-2.814552;14.173226;27.866183
40504;35.224339;84.708317;21.628239;0.694925;41.575268;-5.146143;12.349813;27.404208
40505;47.046791;79.218643;23.09124;0.486798;107.876695;-5.742264;11.320969;29.093069
40506;22.235808;91.514355;15.313229;1.182692;35.401018;-3.23766;14.176702;26.966489
40507;5.367175;106.495154;4.255082;0;4.647607;0.95847;17.574607;25.78609
40508;5.050934;103.148392;4.535419;0.036609;3.006483;-0.676012;16.390462;25.989242
40509;23.508451;81.81905;15.633903;1.358719;64.544722;-4.339194;12.866129;28.282581
40510;29.243474;65.205774;19.118059;1.74308;130.458455;-6.527264;10.550123;30.426895
40511;4.870515;100.146965;4.290917;0.772698;10.576064;-0.166299;16.578701;26.582383
40512;17.177965;71.200446;13.087911;4.110626;50.937968;-5.830344;11.275532;29.988551
40513;24.435211;77.878381;14.485831;1.021715;91.613383;-4.825526;12.297823;29.111036
40514;26.228491;85.763887;16.507286;0.811577;28.58708;-5.189828;11.950171;27.486085
40515;39.062771;85.786112;22.354732;0.639286;54.44217;-4.87038;12.538481;27.631857
40516;34.3635;77.070066;16.690566;0.823866;112.32493;-5.539538;11.472919;29.847746
40517;43.520776;84.729972;27.327719;1.009596;45.878725;-4.88163;12.739787;26.97865
40518;35.123156;80.32449;20.030313;0.852993;76.523459;-5.580777;11.705876;28.757669
40519;19.299467;86.192307;13.628196;0.862348;19.853707;-5.228318;12.121338;28.187384
40520;0.037712;128.568948;0.04966;0;0.102235;12.189692;25.066179;26.624982
40601;0.693716;118.261111;0.216446;0.003456;1.042944;6.412785;21.117379;27.910145
40602;1.018352;110.978936;0.258743;0.218553;2.157044;3.937824;19.421216;27.347438
40603;30.226452;80.843121;16.686777;0.338643;52.446798;-5.373134;11.368928;30.298871
40604;2.542229;104.660828;1.080272;0.177859;4.165149;2.098801;18.02606;27.066318
40605;0.429744;118.345842;0.216;0;0.338724;6.64685;22.0088;24.7709
40606;0.021326;122.949942;0;0;0.139695;11.188784;24.188717;25.953253
40607;7.904009;76.604346;5.535417;0.859424;11.623212;-5.842458;10.898878;32.450832
40608;0.610362;115.344035;0.037049;0.001826;1.043424;6.475713;21.320926;25.617576
40701;0.034738;128.483611;0;0;0.025727;12.872971;24.982631;30.076059
40702;0.015362;125.848605;0;0;0.080662;12.5357;24.796281;27.378937
40703;0.226791;113.912744;0;0;0;16.136484;23.198322;34.956979
40704;0.032052;127.291965;0;0;0;13.604788;24.209772;34.868925
40705;0.149068;117.733368;0;0;0;14.861655;23.684732;34.940909
40706;0.026964;122.162605;0;0;0.060794;14.252285;24.091065;32.942373
40801;7.922065;89.805725;5.497766;0.411433;8.261454;-2.559452;13.89329;29.856421
40802;12.615602;80.997959;8.821432;0.297528;13.898705;-3.984712;12.564787;30.735276
40803;6.747103;93.495354;4.58004;0.081426;7.10465;-1.456889;14.73;29.150889
40804;23.133078;77.96066;18.15358;0.294628;16.199854;-5.174063;11.221548;31.77133
40805;16.078515;82.922172;11.38302;0.185573;11.424091;-4.519477;11.819096;31.556786
40806;23.251633;73.360371;16.992951;0.32132;24.354908;-6.164635;10.406295;32.181339
40807;2.982901;106.073238;2.01575;0.035227;3.394763;3.07712;18.869081;26.02341
40808;1.498074;110.3934;0.019354;0.019888;2.558275;3.98488;19.618557;25.876804
40809;1.836894;109.898117;0.352831;0.026851;2.455737;3.490703;19.245578;26.18356
40810;10.613424;87.285487;7.456025;0.115458;9.489558;-3.318734;13.208685;30.254094
40811;3.505486;101.734756;2.247759;0.502782;5.06626;1.674795;17.536761;27.454413
50101;29.440168;109.574614;27.162407;0.695798;6.550458;8.314095;23.777448;21.054599
50102;50.885614;95.688938;43.946251;1.171805;13.02752;2.621919;17.662043;25.041699
50103;49.641801;99.481602;42.535444;1.390903;13.219156;4.457277;19.603443;23.565571
50104;36.168425;105.654795;32.933333;1.810716;8.937443;6.524658;21.871233;22.213699
50105;47.236394;95.88587;40.827065;1.054699;11.804112;2.085737;16.987381;26.034942
50106;44.018755;101.609442;39.79936;1.723405;10.364863;5.744462;21.079856;22.491252
50107;26.2222;111.371914;24.735024;0.70643;5.328922;9.31982;24.868018;20.233784
50108;42.861112;102.102201;38.104127;1.188761;11.472137;5.98464;21.192055;22.649894
50109;36.756325;104.312782;33.378574;0.880947;8.832644;6.087092;21.264688;22.77908
50110;32.263934;107.763197;29.452732;1.264043;7.649399;7.54918;22.968033;21.544262
50111;33.755882;106.305124;31.342763;1.004043;7.643515;7.099189;22.31027;21.937568
50112;47.019281;98.00025;40.561867;1.097529;11.130894;2.797626;17.62482;25.619209
50113;33.980541;107.337268;31.38101;0.911316;8.07474;7.434566;22.820981;21.481994
50114;46.182792;92.561502;40.389463;1.165636;11.031887;0.953475;15.505973;28.26916
50115;26.186667;111.244923;24.612458;0.451276;5.55773;9.305385;24.792308;20.373846
50116;25.941463;111.040122;24.78592;0.495921;5.622164;9.345122;24.840244;20.365854
50201;34.83159;103.181781;31.317505;0.93301;8.939631;4.57873;19.863743;23.850327
50202;41.063961;90.732132;35.516076;1.081137;10.347287;-0.189302;14.427696;29.719021
50203;40.553045;98.844346;36.456825;1.00822;9.711459;2.721325;17.707157;25.655851
50204;37.054144;98.367801;33.564585;0.931558;9.207741;2.464404;17.421101;26.308899
50205;37.258322;84.766031;31.934035;1.548348;10.974277;-2.042855;12.334421;32.62173
50206;36.614271;93.215526;33.334732;1.120704;9.536038;0.691295;15.404989;28.835244
50301;25.973938;88.994123;21.204506;0.986965;8.64366;-1.878663;12.964518;31.821462
50302;30.375512;96.424045;26.186807;0.854231;9.244288;1.209547;16.238862;27.654406
50303;32.393938;92.321642;27.000189;0.817238;9.898648;-1.048059;14.030908;30.106314
50304;30.296048;88.604191;26.435192;1.053158;9.493076;-1.806477;12.934332;31.916323
50401;57.590682;93.002017;50.943706;1.477062;17.943503;3.311243;18.4706;24.281939
50402;65.590473;93.205623;58.595015;2.191586;50.822259;6.626432;21.545915;21.854387
50403;50.238524;97.446653;44.32362;1.679543;14.653128;4.161795;19.309103;24.045897
50404;37.967265;104.458319;34.394827;1.072249;9.321933;7.025806;22.417742;21.632863
50405;39.269559;104.406829;35.979572;1.119061;9.544079;7.104576;22.471441;21.752119
50406;57.238596;93.545409;51.441701;1.647991;18.639443;3.269684;18.447862;24.703134
50407;76.874306;94.075617;80.173095;3.176709;35.830727;9.85029;24.688271;18.656231
50408;82.168575;96.976661;85.702502;3.792176;75.55256;12.638743;26.887132;17.005683
50501;53.229755;97.562294;46.191576;1.812934;15.471211;4.738614;19.891139;22.82594
50502;70.94846;94.865069;65.046483;3.033622;22.90266;8.200756;23.178329;19.602773
50503;76.588678;95.979434;76.202099;3.237358;30.207457;9.887701;24.581001;18.720992
50504;47.16459;105.153789;41.91631;2.054535;11.494965;7.776656;23.178076;20.55347
50505;64.147639;97.719428;58.827974;2.480436;16.457217;7.735372;22.968578;19.969786
50506;50.876198;99.443276;44.188365;1.797216;12.942445;5.474453;20.742427;22.467701
50507;80.206813;95.54088;81.7001;3.807925;34.696522;10.830224;25.317786;18.065672
50508;61.151473;91.645137;52.330887;1.551965;19.434444;2.431211;17.458137;24.787343
50509;75.732103;92.786748;74.17663;3.428665;31.133258;9.008769;23.678221;19.103571
50601;16.21636;94.927065;11.127638;0.526387;7.536026;-1.561995;14.09022;30.418821
50602;30.599796;93.120303;25.210561;0.815759;9.348782;-0.802481;14.396636;29.864406
50603;27.55949;91.598708;22.116732;0.747734;9.104615;-1.714896;13.601395;30.865757
50604;25.650402;91.335279;20.163576;0.683337;9.079172;-2.082885;13.390394;30.965898
50605;7.227869;102.872643;4.957445;0.146573;4.99753;1.100131;16.89087;27.801898
50606;30.477656;88.795859;25.17129;0.702811;10.370111;-2.919136;12.665161;31.305682
50607;3.266325;106.822267;1.063782;0.378006;2.076413;5.325423;20.682654;25.994385
50608;13.582841;97.786744;11.18774;0.68642;5.205103;0.801433;15.988968;29.976194
50609;3.907793;105.534907;1.918715;0.341695;4.067123;2.118749;17.817428;28.80801
50610;7.594307;103.765011;5.652785;0.598302;3.238013;3.428829;18.74961;28.29439
50611;15.896157;94.326427;12.10538;0.613739;7.425515;-1.417167;13.961971;30.887661
50612;5.562207;108.572388;4.294042;0.324955;2.748125;4.789907;20.430362;27.264298
50613;6.505764;105.851221;4.403932;0.380741;3.765465;3.027533;18.66964;27.787681
50614;1.951178;110.427948;0.036646;0.195516;2.922517;4.226356;19.957492;27.577129
50615;3.742564;103.84103;0.261033;0.328086;5.015872;1.648438;17.361557;28.264092
50616;7.78433;102.999456;4.372804;0.494242;6.431279;1.699482;17.305181;27.407254
50617;3.093799;111.115864;1.672324;0.17399;2.993075;4.351464;20.094309;27.076628
50618;20.367523;92.530679;16.633706;0.751668;7.461483;-1.551363;13.590762;31.358037
50619;1.767433;112.32678;0.569748;0.073445;2.37337;4.873832;20.471942;27.656777
50620;31.377513;99.099153;26.492918;0.844662;9.048157;1.860695;17.349198;26.538503
50621;1.489289;112.401124;0.068444;0.172137;2.405859;4.765714;20.620453;28.056539
50701;19.413656;90.67915;13.82088;0.177707;8.326115;-2.878104;12.985879;31.012003
50702;4.923774;104.120093;2.842889;0.110442;5.055822;0.713031;16.649453;27.677477
50703;21.50152;86.48357;15.937374;0.1994;9.909887;-3.983022;12.186411;31.088733
50704;12.31553;96.817346;8.643897;0.150487;7.024418;-1.470915;14.603922;28.918301
50705;1.158214;110.890973;0.029389;0.03715;2.468473;3.419813;19.169529;28.905107
50706;3.177708;103.518476;0.515347;0.062215;4.735051;0.165641;16.242636;28.564243
50707;10.12297;97.0811;6.384552;0.115045;6.679604;-1.460325;14.666473;28.978654
50708;15.800402;96.235055;11.558281;0.155815;7.585092;-1.786047;14.197668;29.347584
50801;2.151621;106.950628;0.011996;0.040373;3.241183;2.817711;18.65641;26.830864
50802;6.661303;95.882954;3.814101;0.087129;6.279931;-0.985058;15.100193;29.12529
50803;3.035401;104.546827;0.985382;0.054139;4.264908;1.415119;17.40869;27.289286
50804;5.080521;98.849868;3.074123;0.106645;5.63108;-0.824532;15.25856;28.916482
50805;6.726734;96.928833;4.362927;0.120027;6.14037;-1.2764;14.8223;29.1282
50806;13.111819;84.546322;8.447951;0.153355;9.742981;-4.842753;11.499002;32.163404
50807;3.62946;101.134442;1.36085;0.07196;5.127626;0.051073;16.126609;28.071674
50808;8.392503;96.984785;5.597363;0.102153;6.471387;-1.290574;14.830123;28.868852
50809;3.984994;101.436255;1.936736;0.072303;5.149616;0.00678;16.222034;27.977119
50810;3.73819;101.534297;0.021658;0.079937;5.226779;-0.225779;15.889943;28.59221
50901;36.690615;99.386175;32.895023;0.826388;10.009842;2.296968;17.684671;25.832878
50902;33.193377;109.019592;31.443027;1.846098;8.359349;7.533775;23.245033;21.646358
50903;37.411982;104.042621;32.994441;1.146232;9.651182;5.110132;20.661013;23.110793
50904;38.360793;103.7208;33.34802;1.292415;9.771485;5.132;20.668;23.0688
50905;34.830849;93.588109;30.41128;0.842306;10.154812;-0.529583;14.852667;28.905917
50906;35.720044;95.943965;30.554004;0.860151;10.037421;0.627246;16.010732;27.588561
50907;40.752147;99.616462;35.762342;1.248892;10.126961;2.509816;17.940798;25.366718
50908;37.451711;95.343644;33.14629;1.638404;10.921271;-0.14659;15.357586;27.630728
50909;40.293081;98.077203;35.498716;1.022024;10.352877;1.896429;17.285459;26.010629
50910;40.455512;98.259863;34.720413;0.992748;10.233009;1.385039;16.82874;26.161811
50911;39.008682;93.5629;33.724931;1.062226;10.858058;-0.712774;14.728014;28.483322
51001;36.650285;93.922172;32.081635;0.865444;9.876123;0.29778;15.333401;28.335217
51002;31.051235;100.865792;27.984465;0.872942;8.700033;3.516458;18.796979;25.305521
51003;34.57471;93.934994;29.96186;0.832085;10.143126;-0.235871;14.997668;28.984705
51004;32.878451;100.212043;27.414189;0.851805;9.274613;2.561616;17.941077;25.963636
51005;35.830262;95.549007;31.171346;0.838396;10.326938;0.756204;15.972172;28.054973
51006;33.936252;101.3576;31.595634;0.898606;9.323101;3.999064;19.406742;24.466667
51007;29.919569;104.432079;27.828031;0.877112;8.114544;5.793258;21.350187;22.921161
51008;31.992105;97.006245;28.918258;0.869508;9.328317;1.752632;16.814803;27.135197
51009;35.789892;93.108212;32.184491;0.871644;9.951748;0.033109;14.974664;28.661435
51010;36.934879;96.727124;31.850161;0.872204;10.002032;1.546379;16.772111;27.021572
51011;33.227309;92.800525;29.489691;0.873863;9.51192;0.055057;14.909606;29.29841
51012;31.15998;90.09837;26.842609;1.326449;9.15549;-0.90814;13.673937;31.132319
51101;38.956348;100.852089;35.633873;1.191935;9.461897;3.706925;19.041112;24.243621
51102;35.765381;102.228936;32.638282;0.808441;9.298223;4.641504;20.099721;23.756267
51103;37.222671;104.062309;33.652473;1.484935;9.190832;5.472467;21.001322;23.045154
51104;40.32803;101.951665;37.17043;1.618876;9.274821;4.802971;20.148114;23.499886
51105;38.41745;99.912755;35.234841;0.889504;9.642278;3.381567;18.745299;24.682985
51106;33.364517;104.262122;30.482641;0.768099;8.98615;5.251639;20.766393;23.363388
51107;36.949406;106.003014;34.066115;2.210191;9.026706;6.697568;22.286486;21.979865
51108;41.700271;97.912722;37.782985;0.971232;10.134768;2.608845;17.766636;25.309395
60101;62.635937;94.538092;48.520732;2.229973;34.667241;4.009375;18.779102;33.270931
60102;54.862028;99.322449;37.910837;1.714923;86.239021;6.536982;21.416014;30.447882
60103;57.752288;97.259465;40.586007;2.42266;41.871929;4.985833;19.760333;32.559333
60104;50.567928;100.609165;33.255981;1.717218;89.456986;6.916451;21.684795;30.341961
60105;71.57962;89.967721;65.393736;2.359263;34.807186;3.108223;17.514541;33.988527
60106;64.315665;97.260839;50.60386;2.147767;76.94691;5.064202;20.133459;31.499582
60107;63.459008;102.594111;48.753461;2.462603;41.455171;6.838049;22.105366;29.71122
60108;66.569187;96.155321;53.299745;2.24953;35.606327;4.932982;19.842632;31.861825
60109;48.597316;103.720755;32.851767;1.85306;41.970194;8.177685;22.641169;29.456325
60110;64.432493;103.186258;49.859148;2.462055;37.637416;7.576724;22.711638;28.478448
60111;70.262625;96.46247;60.502838;2.88338;54.161651;5.204524;20.110296;31.269501
60112;58.41422;100.615445;41.885149;2.400795;62.320825;6.331104;21.429097;30.462263
60201;65.718881;94.581375;61.137235;2.707767;82.616959;5.481558;20.326494;30.401948
60202;60.194483;97.367456;45.706607;2.017849;100.333626;5.673969;20.654758;30.762895
60203;56.603501;102.76085;45.116254;2.101482;32.581571;8.886409;23.580424;26.857045
60204;62.76999;98.164113;58.489289;2.665583;29.504851;8.815751;22.937188;26.572833
60301;62.133759;98.067435;55.644085;2.406733;16.091281;10.788556;23.838586;24.579406
60302;60.014373;94.907745;58.163529;2.736703;20.094916;10.900963;23.377316;24.687906
60303;61.843007;94.375855;60.3344;3.123237;22.658151;9.950246;22.584778;25.974089
60304;70.596092;90.901297;69.451846;3.836672;31.423191;4.854013;18.926003;31.678821
60305;61.978179;99.00311;54.441881;2.437508;16.306003;10.601896;24.079858;24.723697
60306;73.90187;94.742287;68.02523;3.134042;25.699553;6.619512;21.02;28.898049
60307;69.724438;92.067279;71.314781;3.82946;31.993057;6.494648;20.073756;29.5877
60308;67.018702;95.186935;64.831712;3.621033;33.158483;7.801051;21.641944;27.932837
60309;71.953101;88.74014;73.098944;4.131767;34.7646;3.759044;18.064412;32.87533
60310;73.21708;90.868513;72.340013;4.324333;39.89338;4.675211;19.100939;31.307559
60311;60.547318;98.611265;53.160908;2.452608;15.255106;11.749875;24.669925;23.578822
60312;70.892102;94.15287;69.043659;3.535605;27.777842;6.665262;20.562645;29.407703
60401;71.696017;95.307441;63.736721;1.929399;24.345252;6.584274;20.410361;30.648751
60402;65.47302;95.453098;57.608596;2.460489;18.612286;9.907997;22.625444;26.833764
60403;68.075991;94.756685;61.11378;2.822382;21.771377;8.997925;21.971321;27.009623
60404;71.912641;94.781641;66.662926;1.847039;25.146205;7.470573;20.988802;29.800521
60405;57.030363;96.965159;50.113274;2.374014;13.419672;12.658361;24.573733;23.731588
60406;56.932692;96.270338;51.191856;2.337871;14.82536;11.951607;24.091012;24.11381
60407;60.382203;100.649153;50.881559;1.870733;17.006819;9.698852;22.987683;28.277766
60408;70.976576;94.215372;64.902788;2.587531;25.118182;7.034472;20.58122;29.919187
60409;53.570977;102.149047;43.59648;1.332042;14.269803;9.818209;23.027364;28.825805
60410;71.995524;97.975115;61.469623;1.660573;22.917696;7.582863;21.4375;29.849093
60411;29.039126;105.456796;23.445766;0.547571;10.908134;11.797136;24.514925;28.469045
60412;38.192487;101.038477;30.44753;1.211673;16.030736;8.898236;21.9393;31.750537
60413;71.627652;92.38524;69.009786;3.94085;30.14709;6.874372;20.41005;29.270477
60414;47.697665;99.234304;43.910286;2.103927;9.92404;14.89886;26.320877;21.851754
60415;58.469157;95.518511;46.389841;1.758271;18.334464;7.8267;21.132877;31.117828
60416;26.996391;104.075002;21.683685;0.648903;12.053441;11.263693;23.960905;29.340458
60417;68.988596;94.719714;61.855141;2.752574;22.858242;8.404231;21.531603;28.319103
60418;14.203898;109.284864;10.609474;0.429675;9.703127;13.49678;25.915989;28.323503
60419;71.112385;93.267443;65.669015;3.255638;27.440993;6.822423;20.35195;29.909401
60501;45.508995;103.865628;26.904104;1.235888;55.084843;7.550905;22.246379;30.666191
60502;27.960376;109.154971;15.563016;0.73411;27.455955;11.652612;25.096455;27.53209
60503;19.5956;110.476166;8.322329;0.316541;27.801664;10.360369;24.043745;32.85361
60504;36.671283;105.888387;18.220227;1;41.299927;6.950962;21.610096;33.286538
60505;10.886547;112.777104;4.348733;0.10259;19.149246;13.033697;25.721102;29.392687
60506;43.451873;107.914343;23.984724;0.792205;43.701048;7.70824;22.557678;31.824345
60507;30.313437;108.060598;15.93954;0.583068;31.475028;9.589597;23.620302;30.864178
60508;5.576522;115.252899;2.890506;0.018931;8.183957;13.982987;26.442928;30.854225
60601;66.095838;97.106491;56.355587;1.738182;20.327944;8.691163;21.960881;29.183333
60602;52.141757;98.715125;43.820979;1.719513;12.74082;12.385542;24.643655;25.973414
60603;48.331255;103.845538;43.254809;2.208527;11.533823;16.07942;27.485076;21.905561
60604;46.746564;100.599395;42.668306;2.076075;9.316284;15.347891;26.712159;21.78933
60605;57.767326;98.151113;51.595358;2.245822;14.000292;12.919424;24.82518;24.073741
60606;60.153793;96.672879;52.832339;2.368913;15.542514;12.877132;24.872206;24.711985
60607;51.261444;97.330906;41.290335;1.698664;15.865135;10.124391;22.868889;28.874679
60608;69.225544;91.27822;63.725659;2.711466;25.046082;8.877734;21.690258;28.43837
60609;58.335903;97.473626;51.975661;2.22507;14.126538;13.134296;25.019856;23.925993
60610;63.142459;95.900277;56.629963;2.301547;18.066601;10.933333;23.365459;26.010145
60611;55.102516;98.488099;47.074297;2.212036;13.038335;13.136616;25.212237;24.864436
60612;65.194327;92.565594;57.260845;1.877127;20.275306;9.657665;22.479717;28.008491
60613;59.356109;95.310035;53.060663;2.32839;16.172475;12.763246;24.720793;24.36721
60614;68.530518;94.224772;60.983068;2.33259;22.19395;8.969569;21.88131;28.275399
60615;48.931439;101.083071;44.453825;2.143247;11.132734;15.98251;27.345817;21.694106
60701;71.950193;93.834399;64.786822;3.034484;26.113665;5.631373;19.695153;31.092947
60702;71.504289;92.474857;63.433529;1.143948;25.056126;4.478454;18.594145;33.212858
60703;71.350193;90.654743;63.342893;1.275937;25.305931;3.556897;17.729849;34.005781
60801;64.579929;97.745645;58.539542;2.297491;26.239582;13.780667;25.486289;24.060222
60802;73.789091;105.288456;67.147101;3.253933;43.094768;17.893046;28.986392;19.679068
60803;70.809415;91.700651;66.518493;2.860319;35.172447;9.136676;21.423485;29.971019
60804;56.564404;98.320042;48.549757;1.997154;15.624751;12.564297;24.62835;25.878799
60805;74.643859;95.059371;71.309246;3.272907;40.155326;12.940525;24.757726;24.892711
60806;72.746336;98.370854;65.842203;3.47748;36.734377;14.585496;26.175573;23.183588
60807;52.437652;99.318199;42.236399;2.079088;17.589904;10.76722;23.199985;28.675822
60808;39.888541;101.271913;33.438072;1.62361;11.755423;12.524749;24.823352;26.617039
60809;62.714569;98.885665;54.643591;2.553273;25.721974;9.357283;21.826491;30.986619
60810;49.507504;102.482892;39.977461;2.088502;18.13947;10.63586;23.123421;29.599368
60811;73.645585;96.018238;67.499657;2.82619;30.374315;12.346595;24.307913;26.119084
60812;84.816655;98.875333;89.321073;4.910452;120.662219;16.458372;27.506614;20.26716
60901;83.397207;101.143789;81.664865;4.874636;38.827522;15.213107;27.003294;22.89199
60902;82.904865;100.425158;82.632565;4.779326;51.32346;15.659186;27.185317;22.086395
60903;85.118815;94.534656;102.033727;7.436214;93.243329;14.80037;26.177959;21.90074
60904;77.245771;97.528759;73.661815;3.609456;38.570451;14.069191;25.808584;24.021153
60905;77.949221;93.611934;80.343318;3.673359;49.99234;11.452308;23.434979;27.490863
60906;83.978038;92.788673;102.672126;7.44259;80.048699;13.769805;25.371497;23.104403
60907;75.210867;91.439226;74.692652;2.997492;46.114875;9.975996;22.074952;29.315864
61001;63.219466;101.078914;51.077172;2.578576;37.05887;7.416429;22.329502;28.443286
61002;59.741304;104.280531;46.680643;2.098419;27.573489;8.400181;23.290942;27.413406
61003;49.291333;105.500577;37.894699;2.446663;25.257638;10.0056;24.4984;25.809
61004;72.071049;93.463207;68.732219;3.324922;56.58728;4.439246;19.136475;31.869568
61005;58.266271;103.385181;46.489401;2.378168;19.785282;8.991788;23.637226;26.636131
61006;63.713341;100.204365;54.466173;2.088107;22.040807;8.055963;22.483028;27.709633
61007;66.312747;96.901556;62.958158;3.182271;27.190034;8.440233;22.404419;27.054545
61101;37.517593;104.782672;26.965388;1.126429;18.874215;9.087604;23.001454;30.295672
61102;18.22211;106.055762;14.883069;0.285628;9.263889;11.188529;24.438824;30.686029
61103;51.055864;95.762914;39.421356;1.966634;17.311868;4.604526;19.07635;34.096415
61104;66.144342;91.799303;54.427086;1.423432;22.649418;3.544085;17.829512;34.324959
61105;39.303004;101.98593;28.889812;1.277433;18.264502;6.983922;21.240283;32.764311
